@relation housing_train_cleaned_excel_1c

@attribute sqfeet numeric
@attribute demand numeric
@attribute sqfeet_cleaned numeric

@data
1136,1,1136
1098,1,1098
1254,1,1254
932,1,932
1036,1,1036
1036,1,1036
949,1,949
1000,1,1000
792,1,792
970,1,970
1225,1,1225
709,1,709
888,1,888
1560,1,?
517,1,?
1058,1,1058
1195,1,1195
932,1,932
625,1,625
820,1,820
4385,0,?
1254,1,1254
937,1,937
1254,1,1254
860,1,860
980,1,980
625,1,625
972,1,972
1186,1,1186
932,1,932
750,1,750
1560,1,?
992,1,992
792,1,792
792,1,792
992,1,992
1254,1,1254
792,1,792
970,1,970
988,1,988
1186,1,1186
1560,1,?
1284,1,1284
1882,1,?
530,1,?
1010,1,1010
1010,1,1010
1882,1,?
1560,1,?
1552,1,?
932,1,932
1136,1,1136
850,1,850
530,1,?
1254,1,1254
756,1,756
975,1,975
1254,1,1254
980,1,980
440,1,?
1254,1,1254
1075,0,1075
750,1,750
975,1,975
1200,1,1200
932,1,932
1136,1,1136
1254,1,1254
1560,1,?
1552,1,?
1155,1,1155
1254,1,1254
725,1,725
1009,1,1009
932,1,932
756,1,756
1560,1,?
1254,1,1254
1552,1,?
530,1,?
400,1,?
970,1,970
1560,1,?
625,1,625
530,1,?
400,1,?
849,1,849
921,1,921
921,1,921
948,1,948
921,1,921
921,1,921
849,1,849
921,1,921
948,1,948
948,1,948
948,1,948
921,1,921
756,1,756
1260,1,1260
750,1,750
945,1,945
1226,0,1226
1248,1,1248
1566,1,?
966,1,966
840,1,840
1552,1,?
970,1,970
932,1,932
945,1,945
975,1,975
1552,1,?
1560,1,?
750,1,750
970,1,970
1254,1,1254
932,1,932
932,1,932
932,1,932
663,1,663
750,1,750
932,1,932
980,1,980
1552,1,?
1560,1,?
970,1,970
921,1,921
932,1,932
1200,1,1200
1574,1,?
1254,1,1254
932,1,932
932,1,932
948,1,948
1552,1,?
970,1,970
932,1,932
756,1,756
921,1,921
1100,1,1100
849,1,849
932,1,932
948,1,948
845,1,845
975,1,975
819,1,819
932,1,932
945,1,945
1254,1,1254
1254,1,1254
1080,1,1080
950,1,950
774,1,774
937,1,937
932,1,932
1200,0,1200
788,1,788
1213,1,1213
937,1,937
970,1,970
1291,1,1291
1284,1,1284
1195,1,1195
725,1,725
774,1,774
937,1,937
1200,1,1200
845,1,845
1200,1,1200
1136,1,1136
932,1,932
1195,1,1195
1309,1,1309
921,1,921
1200,1,1200
400,1,?
932,1,932
756,1,756
948,1,948
921,1,921
932,1,932
1560,1,?
750,1,750
948,1,948
849,1,849
921,1,921
948,1,948
849,1,849
970,1,970
950,1,950
1552,1,?
1560,1,?
932,1,932
1136,1,1136
937,1,937
1136,1,1136
932,1,932
932,1,932
663,1,663
932,1,932
1136,1,1136
937,1,937
932,1,932
819,1,819
725,1,725
932,1,932
774,1,774
932,1,932
1704,1,?
1136,1,1136
932,1,932
932,1,932
1136,1,1136
1704,1,?
2080,1,?
1136,1,1136
932,1,932
663,1,663
932,1,932
932,1,932
932,1,932
970,1,970
800,1,800
932,1,932
1136,1,1136
400,1,?
400,1,?
932,1,932
932,1,932
820,1,820
800,1,800
557,1,?
400,1,?
400,1,?
774,1,774
1136,1,1136
975,1,975
932,1,932
932,1,932
819,1,819
663,1,663
819,1,819
970,1,970
932,1,932
970,1,970
800,1,800
800,1,800
820,1,820
1552,1,?
945,1,945
756,1,756
2672,1,?
970,1,970
970,1,970
1118,1,1118
970,1,970
970,1,970
800,1,800
725,1,725
725,1,725
725,1,725
709,1,709
888,1,888
750,1,750
1098,1,1098
1045,1,1045
1552,1,?
663,1,663
819,1,819
800,1,800
937,1,937
970,1,970
932,1,932
960,1,960
1195,1,1195
540,1,?
932,1,932
932,1,932
800,1,800
800,1,800
970,1,970
400,1,?
25,1,?
932,1,932
1560,1,?
1284,1,1284
750,1,750
1186,1,1186
980,1,980
671,1,671
1260,1,1260
1552,1,?
850,1,850
1254,1,1254
1009,1,1009
400,1,?
1429,1,?
1136,1,1136
932,1,932
1166,1,1166
400,1,?
550,1,?
1640,1,?
800,1,800
1552,1,?
750,1,750
975,1,975
1254,1,1254
550,1,?
932,1,932
932,1,932
1098,1,1098
2200,0,?
1254,1,1254
970,1,970
550,1,?
937,1,937
937,1,937
400,1,?
530,1,?
1260,1,1260
665,1,665
1254,1,1254
932,1,932
800,1,800
1260,1,1260
932,1,932
967,1,967
1260,1,1260
1552,1,?
756,1,756
750,1,750
1254,1,1254
980,1,980
1563,1,?
932,1,932
750,1,750
1254,1,1254
932,1,932
1254,1,1254
1552,1,?
750,1,750
2200,1,?
600,1,600
1254,1,1254
1136,1,1136
400,1,?
1136,1,1136
1260,1,1260
945,1,945
932,1,932
1254,1,1254
550,1,?
1952,1,?
1254,1,1254
400,1,?
530,1,?
400,1,?
800,1,800
849,1,849
884,1,884
921,1,921
800,1,800
948,1,948
849,1,849
1744,1,?
625,1,625
1254,1,1254
992,1,992
1271,1,1271
725,1,725
932,1,932
580,1,580
1552,1,?
932,1,932
1136,1,1136
1254,1,1254
945,1,945
3423,1,?
1260,1,1260
800,1,800
1254,1,1254
970,1,970
864,1,864
400,1,?
988,1,988
700,1,700
932,1,932
1186,1,1186
975,1,975
970,1,970
945,1,945
25,1,?
25,1,?
25,1,?
866,1,866
25,1,?
1552,1,?
25,1,?
866,1,866
25,1,?
25,1,?
25,1,?
1292,1,1292
866,1,866
1136,1,1136
932,1,932
1254,1,1254
25,1,?
750,1,750
725,1,725
800,1,800
980,1,980
948,1,948
1429,1,?
849,1,849
849,1,849
709,1,709
1098,1,1098
1136,1,1136
921,1,921
932,1,932
970,1,970
948,1,948
1195,1,1195
1100,1,1100
650,1,650
1254,1,1254
1254,1,1254
921,1,921
405,1,?
921,1,921
1552,1,?
849,1,849
1166,1,1166
921,1,921
1213,1,1213
937,1,937
774,1,774
750,1,750
2255,0,?
1254,1,1254
932,1,932
774,1,774
1213,1,1213
400,1,?
932,1,932
921,1,921
975,1,975
770,1,770
770,1,770
770,1,770
937,1,937
774,1,774
849,1,849
921,1,921
1213,1,1213
1254,1,1254
945,1,945
750,1,750
1213,1,1213
864,1,864
860,1,860
580,1,580
1195,1,1195
970,1,970
866,1,866
866,1,866
650,1,650
1254,1,1254
550,1,?
1098,1,1098
1136,1,1136
725,1,725
942,1,942
1100,1,1100
900,1,900
1100,1,1100
1007,1,1007
932,1,932
948,1,948
681,1,681
709,1,709
820,1,820
25,1,?
650,1,650
849,1,849
1200,1,1200
921,1,921
850,1,850
756,1,756
1260,1,1260
800,1,800
1136,1,1136
980,1,980
725,1,725
932,1,932
1213,1,1213
774,1,774
1260,1,1260
2250,0,?
774,1,774
625,1,625
1036,1,1036
949,1,949
580,1,580
500,1,?
864,1,864
1135,1,1135
725,1,725
710,1,710
932,1,932
600,1,600
580,1,580
1036,1,1036
625,1,625
1097,1,1097
550,1,?
864,1,864
1195,1,1195
949,1,949
580,1,580
975,1,975
864,1,864
800,1,800
550,1,?
550,1,?
625,1,625
1166,1,1166
600,1,600
1100,1,1100
625,1,625
1036,1,1036
1700,1,?
1700,1,?
500,1,?
500,1,?
975,1,975
1552,1,?
700,1,700
945,1,945
970,1,970
1552,1,?
1429,1,?
1254,1,1254
992,1,992
884,1,884
1271,1,1271
400,1,?
1503,1,?
1195,1,1195
1254,1,1254
1254,1,1254
949,1,949
949,1,949
817,1,817
540,1,?
964,1,964
750,1,750
937,1,937
937,1,937
1098,1,1098
970,1,970
932,1,932
580,1,580
1254,1,1254
1254,1,1254
760,1,760
900,1,900
860,1,860
900,1,900
860,1,860
932,1,932
800,1,800
921,1,921
2648,1,?
864,1,864
1036,1,1036
625,1,625
1429,1,?
864,1,864
849,1,849
849,1,849
849,1,849
849,1,849
849,1,849
849,1,849
849,1,849
849,1,849
849,1,849
849,1,849
932,1,932
750,1,750
921,1,921
849,1,849
1560,1,?
1552,1,?
948,1,948
1260,1,1260
932,1,932
948,1,948
540,1,?
1040,1,1040
1050,1,1050
800,1,800
1662,1,?
849,1,849
550,1,?
500,1,?
921,1,921
1040,1,1040
1552,1,?
1210,1,1210
1025,1,1025
1254,1,1254
1260,1,1260
864,1,864
970,1,970
980,1,980
912,1,912
1136,1,1136
1050,1,1050
1254,1,1254
932,1,932
850,1,850
800,1,800
1195,1,1195
975,1,975
1009,1,1009
1560,1,?
1552,1,?
932,1,932
1098,1,1098
932,1,932
970,1,970
948,1,948
960,1,960
1552,1,?
960,1,960
1200,1,1200
1200,1,1200
760,1,760
608,1,608
849,1,849
1560,1,?
948,1,948
1346,0,1346
1254,1,1254
948,1,948
932,1,932
1254,1,1254
932,1,932
1254,1,1254
530,1,?
964,1,964
1254,1,1254
932,1,932
430,1,?
845,1,845
1254,1,1254
430,1,?
932,1,932
932,1,932
932,1,932
980,1,980
1552,1,?
1552,1,?
1254,1,1254
932,1,932
1050,1,1050
750,1,750
2300,0,?
964,1,964
845,1,845
1050,1,1050
949,1,949
1560,1,?
530,1,?
700,1,700
948,1,948
849,1,849
921,1,921
945,1,945
849,1,849
817,1,817
970,1,970
964,1,964
921,1,921
948,1,948
1552,1,?
1656,1,?
1200,1,1200
932,1,932
921,1,921
849,1,849
1260,1,1260
915,1,915
949,1,949
800,1,800
540,1,?
800,1,800
1254,1,1254
800,1,800
850,1,850
900,1,900
932,1,932
945,1,945
1234,1,1234
850,1,850
949,1,949
1254,1,1254
932,1,932
756,1,756
1552,1,?
1560,1,?
970,1,970
949,1,949
975,1,975
850,1,850
932,1,932
980,1,980
921,1,921
960,1,960
960,1,960
932,1,932
948,1,948
850,1,850
849,1,849
774,1,774
932,1,932
970,1,970
1552,1,?
1560,1,?
1136,1,1136
932,1,932
864,1,864
750,1,750
1100,1,1100
1036,1,1036
700,1,700
932,1,932
850,1,850
970,1,970
932,1,932
1213,1,1213
850,1,850
774,1,774
937,1,937
845,1,845
932,1,932
975,1,975
932,1,932
932,1,932
1552,1,?
1213,1,1213
850,1,850
774,1,774
820,1,820
1552,1,?
970,1,970
2000,1,?
964,1,964
932,1,932
819,1,819
945,1,945
1000,1,1000
1040,1,1040
580,1,580
580,1,580
580,1,580
1254,1,1254
1254,1,1254
1000,1,1000
932,1,932
1040,1,1040
829,1,829
932,1,932
850,1,850
1040,1,1040
932,1,932
932,1,932
1040,1,1040
970,1,970
1040,1,1040
1040,1,1040
1040,1,1040
1040,1,1040
1040,1,1040
1040,1,1040
1040,1,1040
1040,1,1040
1040,1,1040
1700,1,?
1040,1,1040
1040,1,1040
1040,1,1040
1040,1,1040
1040,1,1040
1040,1,1040
1040,1,1040
1552,1,?
1040,1,1040
1040,1,1040
960,1,960
900,1,900
960,1,960
750,1,750
817,1,817
2400,1,?
932,1,932
540,1,?
964,1,964
945,1,945
400,1,?
970,1,970
1100,1,1100
932,1,932
975,1,975
932,1,932
1040,1,1040
980,1,980
700,1,700
819,1,819
932,1,932
1650,1,?
964,1,964
932,1,932
1431,1,?
975,1,975
945,1,945
1200,1,1200
1280,1,1280
1254,1,1254
1254,1,1254
970,1,970
932,1,932
932,1,932
700,1,700
932,1,932
932,1,932
1000,1,1000
1100,1,1100
970,1,970
400,1,?
1610,1,?
817,1,817
864,1,864
750,1,750
1195,1,1195
970,1,970
1260,1,1260
1040,1,1040
750,1,750
400,1,?
2203,1,?
1260,1,1260
1552,1,?
1552,1,?
1260,1,1260
1040,1,1040
864,1,864
400,1,?
980,1,980
975,1,975
700,1,700
400,1,?
600,1,600
700,1,700
1000,1,1000
980,1,980
1584,1,?
988,1,988
1186,1,1186
988,1,988
1560,1,?
756,1,756
700,1,700
932,1,932
35,1,?
1000,1,1000
750,1,750
1552,1,?
1000,1,1000
800,1,800
945,1,945
531,1,?
1000,1,1000
1260,1,1260
1552,1,?
1662,1,?
1855,1,?
740,1,740
1552,1,?
1552,1,?
1000,1,1000
945,1,945
970,1,970
698,1,698
975,1,975
1210,1,1210
1000,1,1000
1552,1,?
1260,1,1260
970,1,970
1400,1,?
980,1,980
1210,1,1210
1025,1,1025
1025,1,1025
849,1,849
849,1,849
1552,1,?
1560,1,?
1400,1,?
1195,1,1195
663,1,663
580,1,580
970,1,970
820,1,820
975,1,975
864,1,864
988,1,988
1186,1,1186
988,1,988
945,1,945
750,1,750
1000,1,1000
756,1,756
820,1,820
1213,1,1213
1200,1,1200
900,1,900
980,1,980
970,1,970
2203,1,?
2129,1,?
1326,1,1326
1195,1,1195
1000,1,1000
800,1,800
800,1,800
800,1,800
800,1,800
800,1,800
1000,1,1000
800,1,800
800,1,800
945,1,945
975,1,975
932,1,932
1135,1,1135
932,1,932
980,1,980
975,1,975
945,1,945
750,1,750
750,1,750
980,1,980
975,1,975
864,1,864
900,1,900
1500,1,?
900,0,900
2149,1,?
770,1,770
932,1,932
30,1,?
30,1,?
921,1,921
921,1,921
964,1,964
1316,1,1316
980,1,980
750,1,750
1552,1,?
970,1,970
964,1,964
1284,1,1284
1000,1,1000
1186,1,1186
921,1,921
988,1,988
932,1,932
964,1,964
945,1,945
932,1,932
970,1,970
1502,1,?
1098,1,1098
921,1,921
1502,1,?
1502,1,?
1235,1,1235
937,1,937
964,1,964
1135,1,1135
849,1,849
932,1,932
921,1,921
964,1,964
887,1,887
945,1,945
970,1,970
975,1,975
1186,1,1186
1552,1,?
1560,1,?
921,1,921
1135,1,1135
932,1,932
980,1,980
975,1,975
945,1,945
750,1,750
964,1,964
887,1,887
921,1,921
921,1,921
970,1,970
1552,1,?
1260,1,1260
1166,1,1166
1098,1,1098
921,1,921
964,1,964
887,1,887
970,1,970
1552,1,?
2203,1,?
964,1,964
887,1,887
970,1,970
2855,1,?
625,1,625
988,1,988
1186,1,1186
988,1,988
1552,1,?
600,1,600
1000,1,1000
1437,1,?
964,1,964
849,1,849
780,1,780
1098,1,1098
849,1,849
758,1,758
1032,1,1032
1032,1,1032
758,1,758
758,1,758
1032,1,1032
1032,1,1032
1032,1,1032
1234,1,1234
1040,1,1040
849,1,849
700,1,700
887,1,887
964,1,964
817,1,817
1552,1,?
1260,1,1260
1200,1,1200
2025,1,?
945,1,945
975,1,975
887,1,887
964,1,964
400,1,?
1429,1,?
980,1,980
459,1,?
887,1,887
964,1,964
1712,1,?
849,1,849
921,1,921
750,1,750
750,1,750
1248,1,1248
1166,1,1166
1166,1,1166
1429,1,?
1166,1,1166
975,1,975
921,1,921
948,1,948
849,1,849
1248,1,1248
945,1,945
1552,1,?
700,1,700
750,1,750
977,1,977
900,1,900
1552,1,?
817,1,817
1000,1,1000
960,1,960
849,1,849
1213,1,1213
932,1,932
700,1,700
1248,1,1248
750,1,750
932,1,932
990,1,990
400,1,?
1248,1,1248
1248,1,1248
1552,1,?
1560,1,?
400,1,?
1609,1,?
1050,1,1050
400,1,?
988,1,988
1186,1,1186
900,1,900
697,1,697
800,1,800
970,1,970
1025,1,1025
1260,1,1260
980,1,980
1098,1,1098
1248,1,1248
1200,1,1200
400,1,?
975,1,975
1560,1,?
697,1,697
1552,1,?
849,1,849
1248,1,1248
400,1,?
697,1,697
937,1,937
1542,1,?
697,1,697
849,1,849
970,1,970
840,1,840
1135,1,1135
932,1,932
405,1,?
1284,1,1284
1552,1,?
1260,1,1260
980,1,980
1834,0,?
790,1,790
770,1,770
770,1,770
1560,1,?
988,1,988
25,1,?
1850,1,?
886,1,886
25,1,?
886,1,886
860,1,860
770,1,770
800,1,800
1410,0,?
1400,1,?
1410,0,?
770,1,770
1082,1,1082
1410,0,?
948,1,948
1100,1,1100
1314,1,1314
1410,1,?
1407,0,?
1251,1,1251
770,1,770
900,1,900
1144,0,1144
600,1,600
1560,1,?
950,1,950
1500,1,?
1000,1,1000
1040,0,1040
852,1,852
875,1,875
770,1,770
1000,1,1000
1330,0,1330
882,1,882
1100,1,1100
2844,1,?
872,1,872
1100,1,1100
776,1,776
475,1,?
1400,0,?
880,1,880
368,1,?
1040,1,1040
817,1,817
948,1,948
817,1,817
1238,1,1238
770,1,770
770,1,770
540,1,?
770,1,770
770,1,770
1500,1,?
1007,1,1007
1196,1,1196
1300,1,1300
860,1,860
3000,1,?
4136,0,?
3100,1,?
1836,1,?
1876,1,?
737,1,737
880,1,880
550,1,?
860,1,860
800,1,800
1775,1,?
1184,1,1184
817,1,817
1778,1,?
1451,1,?
500,1,?
1300,1,1300
770,1,770
1124,1,1124
388,1,?
1650,1,?
1100,1,1100
1200,1,1200
1400,0,?
1400,0,?
600,1,600
1300,1,1300
2200,1,?
900,1,900
859,1,859
1531,0,?
770,1,770
770,1,770
550,1,?
540,1,?
905,1,905
550,1,?
2069,0,?
410,1,?
300,1,?
144,1,?
600,1,600
1888,0,?
770,1,770
280,1,?
280,1,?
753,1,753
770,1,770
1345,1,1345
836,1,836
770,1,770
185,1,?
910,1,910
1700,1,?
991,1,991
1450,0,?
880,1,880
900,1,900
1476,1,?
991,1,991
880,1,880
855,1,855
999,1,999
991,1,991
1000,1,1000
1600,1,?
500,1,?
1400,1,?
991,1,991
1250,1,1250
1173,1,1173
1173,1,1173
550,1,?
1218,1,1218
540,1,?
1100,1,1100
905,1,905
550,1,?
1000,1,1000
800,1,800
1007,1,1007
500,1,?
991,1,991
787,1,787
600,1,600
991,1,991
991,1,991
1410,1,?
952,1,952
952,1,952
952,1,952
700,1,700
952,1,952
1250,1,1250
952,1,952
952,1,952
952,1,952
1010,1,1010
1413,0,?
766,1,766
1800,0,?
1010,1,1010
715,1,715
1540,1,?
913,1,913
1100,1,1100
990,1,990
2364,0,?
550,1,?
1250,1,1250
952,1,952
1045,1,1045
952,1,952
1010,1,1010
1632,0,?
881,1,881
1010,1,1010
1410,0,?
1010,1,1010
1500,0,?
1000,1,1000
1650,1,?
1010,1,1010
991,1,991
957,1,957
1900,1,?
3100,1,?
1604,1,?
351,1,?
1010,1,1010
1010,1,1010
1242,0,1242
1000,1,1000
1421,1,?
1010,1,1010
1692,1,?
5200,1,?
1010,1,1010
1800,1,?
1338,0,1338
1900,1,?
770,1,770
1242,0,1242
969,1,969
605,1,605
999,1,999
1173,1,1173
540,1,?
1173,1,1173
605,1,605
550,1,?
550,1,?
1045,1,1045
992,1,992
1100,1,1100
1010,1,1010
1010,1,1010
2500,1,?
1010,1,1010
1115,1,1115
740,1,740
860,1,860
1010,1,1010
2029,1,?
1249,1,1249
1045,1,1045
1836,1,?
1161,1,1161
1249,1,1249
1000,1,1000
1800,1,?
950,1,950
30,1,?
550,1,?
605,1,605
550,1,?
1100,1,1100
1402,1,?
800,1,800
834,1,834
800,1,800
2950,1,?
1184,1,1184
1115,1,1115
1450,1,?
650,1,650
45,1,?
905,1,905
1464,1,?
1173,1,1173
1173,1,1173
500,1,?
340,1,?
340,1,?
550,1,?
1126,1,1126
957,1,957
1836,1,?
2225,1,?
500,1,?
50,1,?
340,1,?
340,1,?
640,1,640
800,1,800
1229,1,1229
1604,1,?
1277,1,1277
1470,1,?
965,1,965
445,1,?
1161,1,1161
1343,1,1343
1857,1,?
1830,0,?
1277,1,1277
889,1,889
832,1,832
1343,1,1343
1033,1,1033
832,1,832
445,1,?
1200,1,1200
1033,1,1033
1277,1,1277
1350,1,1350
500,1,?
1033,1,1033
1292,1,1292
634,1,634
675,1,675
1102,1,1102
1350,1,1350
889,1,889
889,1,889
675,1,675
675,1,675
1500,1,?
2363,0,?
1050,1,1050
620,1,620
1015,1,1015
902,1,902
700,1,700
840,1,840
1315,1,1315
990,1,990
967,1,967
1376,1,?
1136,1,1136
1403,1,?
1161,1,1161
1200,1,1200
932,1,932
1151,1,1151
2245,0,?
965,1,965
1721,1,?
1100,1,1100
1102,1,1102
1102,1,1102
1928,1,?
2050,1,?
965,1,965
1162,1,1162
1000,1,1000
1151,1,1151
634,1,634
1136,1,1136
1777,0,?
1136,1,1136
960,1,960
500,1,?
1100,1,1100
918,1,918
730,1,730
1151,1,1151
445,1,?
1038,1,1038
1050,1,1050
821,1,821
1060,1,1060
1151,1,1151
730,1,730
960,1,960
800,1,800
730,1,730
675,1,675
730,1,730
1557,1,?
960,1,960
965,1,965
620,1,620
759,1,759
759,1,759
759,1,759
1326,1,1326
1359,1,1359
634,1,634
759,1,759
965,1,965
821,1,821
821,1,821
634,1,634
1264,1,1264
1735,1,?
1355,1,1355
445,1,?
445,1,?
1033,1,1033
1350,1,1350
1296,0,1296
965,1,965
1136,1,1136
1151,1,1151
1214,1,1214
889,1,889
1136,1,1136
1015,1,1015
846,1,846
902,1,902
700,1,700
889,1,889
990,1,990
967,1,967
1180,1,1180
794,1,794
931,1,931
828,1,828
960,1,960
1151,1,1151
1111,1,1111
620,1,620
1235,1,1235
1943,1,?
989,1,989
1054,1,1054
1168,1,1168
1136,1,1136
1288,1,1288
1480,1,?
1136,1,1136
770,1,770
1136,1,1136
445,1,?
634,1,634
1232,1,1232
1579,1,?
800,1,800
759,1,759
1232,1,1232
1834,1,?
650,1,650
1136,1,1136
1834,1,?
2145,1,?
994,1,994
1136,1,1136
1136,1,1136
1359,1,1359
832,1,832
1188,1,1188
700,1,700
1216,1,1216
840,1,840
840,1,840
1136,1,1136
1207,1,1207
959,1,959
959,1,959
1277,1,1277
500,1,?
828,1,828
1929,1,?
634,1,634
500,1,?
1441,1,?
1526,1,?
989,1,989
843,1,843
1359,1,1359
989,1,989
843,1,843
500,1,?
989,1,989
500,1,?
634,1,634
1601,1,?
1277,1,1277
843,1,843
445,1,?
989,1,989
843,1,843
500,1,?
965,1,965
1217,1,1217
1136,1,1136
445,1,?
918,1,918
1390,1,?
1058,1,1058
1441,1,?
796,1,796
633,1,633
796,1,796
843,1,843
500,1,?
1008,1,1008
965,1,965
933,1,933
1556,1,?
1556,1,?
1556,1,?
1343,1,1343
832,1,832
832,1,832
743,1,743
445,1,?
750,1,750
743,1,743
889,1,889
7430,1,?
1008,1,1008
743,1,743
1100,1,1100
1151,1,1151
1355,1,1355
743,1,743
1111,1,1111
889,1,889
743,1,743
918,1,918
889,1,889
889,1,889
620,1,620
960,1,960
794,1,794
743,1,743
1008,1,1008
1050,1,1050
708,1,708
1008,1,1008
743,1,743
743,1,743
1102,1,1102
620,1,620
988,1,988
1169,1,1169
989,1,989
1264,1,1264
708,1,708
634,1,634
857,1,857
1376,1,?
1214,1,1214
842,1,842
1136,1,1136
759,1,759
1160,1,1160
857,1,857
1721,1,?
1270,1,1270
708,1,708
1008,1,1008
1124,1,1124
965,1,965
1136,1,1136
2500,1,?
1161,1,1161
1040,1,1040
895,1,895
2500,1,?
1560,1,?
1136,1,1136
1050,1,1050
966,1,966
1100,1,1100
700,1,700
1102,1,1102
759,1,759
1136,1,1136
693,1,693
700,1,700
998,1,998
1015,1,1015
902,1,902
918,1,918
1008,1,1008
960,1,960
990,1,990
680,1,680
990,1,990
1169,1,1169
1151,1,1151
1033,1,1033
445,1,?
1326,1,1326
960,1,960
730,1,730
988,1,988
724,1,724
1123,1,1123
733,1,733
759,1,759
1930,0,?
708,1,708
1125,1,1125
1212,1,1212
730,1,730
960,1,960
1362,1,1362
1040,1,1040
1040,1,1040
1040,1,1040
988,1,988
1102,1,1102
1376,1,?
896,1,896
680,1,680
1100,1,1100
1100,1,1100
1100,1,1100
1100,1,1100
1136,1,1136
1008,1,1008
840,1,840
965,1,965
1100,1,1100
636,1,636
1270,1,1270
1200,1,1200
708,1,708
1160,1,1160
989,1,989
1277,1,1277
760,1,760
1102,1,1102
1100,1,1100
1265,1,1265
743,1,743
708,1,708
1050,1,1050
889,1,889
960,1,960
960,1,960
500,1,?
1102,1,1102
1140,1,1140
1169,1,1169
1497,1,?
620,1,620
1136,1,1136
1100,1,1100
918,1,918
1557,1,?
821,1,821
1038,1,1038
832,1,832
1100,1,1100
1161,1,1161
1100,1,1100
759,1,759
1100,1,1100
1100,1,1100
896,1,896
960,1,960
1111,1,1111
989,1,989
988,1,988
875,1,875
1343,1,1343
795,1,795
850,1,850
750,1,750
733,1,733
870,1,870
1292,1,1292
1160,1,1160
680,1,680
928,1,928
860,1,860
680,1,680
860,1,860
541,1,?
680,1,680
680,1,680
621,1,621
860,1,860
680,1,680
500,1,?
730,1,730
821,1,821
634,1,634
1136,1,1136
700,1,700
1136,1,1136
1102,1,1102
700,1,700
700,1,700
1000,1,1000
821,1,821
1000,1,1000
700,1,700
700,1,700
700,1,700
2550,1,?
900,1,900
759,1,759
965,1,965
989,1,989
1033,1,1033
1250,1,1250
1207,1,1207
708,1,708
693,1,693
760,1,760
1136,1,1136
1560,1,?
1151,1,1151
2040,1,?
933,1,933
918,1,918
1111,1,1111
1250,1,1250
800,1,800
1300,1,1300
730,1,730
780,1,780
900,1,900
988,1,988
900,1,900
770,1,770
901,1,901
445,1,?
1102,1,1102
675,1,675
693,1,693
708,1,708
857,1,857
1136,1,1136
1100,1,1100
675,1,675
900,1,900
708,1,708
1214,1,1214
693,1,693
1136,1,1136
1136,1,1136
1008,1,1008
931,1,931
1326,1,1326
1136,1,1136
759,1,759
1202,1,1202
933,1,933
960,1,960
900,1,900
1400,0,?
730,1,730
1079,1,1079
642,1,642
759,1,759
1102,1,1102
890,1,890
733,1,733
900,1,900
967,1,967
650,1,650
634,1,634
840,1,840
1168,1,1168
743,1,743
1277,1,1277
900,1,900
743,1,743
500,1,?
917,1,917
1136,1,1136
680,1,680
860,1,860
680,1,680
680,1,680
680,1,680
860,1,860
860,1,860
860,1,860
486,1,?
680,1,680
680,1,680
733,1,733
860,1,860
860,1,860
860,1,860
860,1,860
860,1,860
860,1,860
680,1,680
860,1,860
860,1,860
860,1,860
680,1,680
680,1,680
680,1,680
680,1,680
860,1,860
680,1,680
850,1,850
680,1,680
860,1,860
860,1,860
680,1,680
860,1,860
768,1,768
500,1,?
860,1,860
680,1,680
840,1,840
947,1,947
967,1,967
486,1,?
768,1,768
1400,1,?
1660,1,?
1630,1,?
1885,1,?
796,1,796
1097,1,1097
1600,1,?
796,1,796
947,1,947
1400,1,?
1200,1,1200
1630,1,?
717,1,717
1097,1,1097
1100,1,1100
717,1,717
1525,1,?
1136,1,1136
768,1,768
2032,0,?
800,1,800
800,1,800
840,1,840
759,1,759
889,1,889
1136,1,1136
1136,1,1136
840,1,840
708,1,708
743,1,743
445,1,?
1040,1,1040
794,1,794
1050,1,1050
1040,1,1040
1040,1,1040
703,1,703
1040,1,1040
1480,1,?
1288,1,1288
1264,1,1264
889,1,889
1008,1,1008
990,1,990
680,1,680
680,1,680
860,1,860
860,1,860
1271,1,1271
1271,1,1271
860,1,860
850,1,850
1102,1,1102
680,1,680
860,1,860
680,1,680
680,1,680
860,1,860
685,1,685
860,1,860
680,1,680
680,1,680
860,1,860
860,1,860
680,1,680
875,1,875
680,1,680
860,1,860
680,1,680
680,1,680
680,1,680
680,1,680
1217,1,1217
860,1,860
860,1,860
680,1,680
1008,1,1008
680,1,680
860,1,860
1450,1,?
680,1,680
680,1,680
1102,1,1102
680,1,680
680,1,680
860,1,860
680,1,680
680,1,680
680,1,680
860,1,860
860,1,860
1008,1,1008
2040,1,?
1008,1,1008
1008,1,1008
620,1,620
650,1,650
1040,1,1040
1040,1,1040
1977,1,?
1040,1,1040
1040,1,1040
650,1,650
1040,1,1040
1015,1,1015
902,1,902
832,1,832
700,1,700
759,1,759
967,1,967
850,1,850
850,1,850
850,1,850
989,1,989
1000,1,1000
500,1,?
1300,1,1300
1350,1,1350
843,1,843
965,1,965
1977,1,?
1953,1,?
445,1,?
634,1,634
2012,0,?
1277,1,1277
445,1,?
1270,1,1270
989,1,989
1000,1,1000
500,1,?
1217,1,1217
989,1,989
1500,1,?
445,1,?
1161,1,1161
1578,1,?
989,1,989
1136,1,1136
972,1,972
720,1,720
704,1,704
1136,1,1136
989,1,989
1033,1,1033
832,1,832
1343,1,1343
1250,1,1250
1320,1,1320
1455,1,?
842,1,842
843,1,843
560,1,?
